"baseMean"	"log2FoldChange"	"lfcSE"	"stat"	"pvalue"	"padj"	"diffexpressed"
"RHOU"	1454.51192444423	1.6789921251427	0.462170571828144	3.632840832988	0.000280317944090216	0.0364324069024265	"UP"
"RNASE1"	1032.86634447435	1.82282157408162	0.52639307458839	3.46285249954508	0.00053448130557685	0.0430210709652246	"UP"
"RNF5"	217.683398206725	0.537178988313265	0.160346580864375	3.350111897725	0.000807789207591698	0.0489951080711284	"UP"
"RTF2"	677.518145258577	0.521992088903054	0.142783109449293	3.65583920196409	0.000256342005178452	0.035612604467791	"UP"
"RTKN"	1404.10158514988	1.8999253499473	0.506701837689969	3.74959238081507	0.000177122239728577	0.0322291627410119	"UP"
"SARDH"	126.391697032465	-1.01936191269659	0.267838918538303	-3.80587674957631	0.0001413027400922	0.0296695317714326	"DOWN"
"SBDS"	920.224405394813	0.780023412673265	0.208369178693084	3.74346828818765	0.000181497518021091	0.0324294008088962	"UP"
"SCARB2"	3280.73149050503	1.16816413901039	0.321402042172112	3.63458841492	0.000278424764810464	0.0364095850356333	"UP"
"SCCPDH"	588.930974511445	0.811574018912909	0.184334378343002	4.40272740336457	1.06898447437161e-05	0.0121570259347911	"UP"
"SCX"	35.2470025750891	-1.35562785075339	0.347089002415992	-3.9057067245497	9.39504011409918e-05	0.0282229265553034	"DOWN"
"SEC23B"	597.924679114244	0.666592635539242	0.150476281661464	4.42988508341081	9.42833156091861e-06	0.0114377769059207	"UP"
"SELENOF"	466.751557751523	0.735007729493995	0.218864320927822	3.35828026412943	0.000784290493797229	0.0481481988805884	"UP"
"SELENOP"	1599.81272984594	2.00849614852986	0.540691519934698	3.71468032043934	0.000203460742845917	0.0330551042573599	"UP"
"SELL"	58.8595270869459	1.71795286348113	0.481007663318584	3.5715706723435	0.000354846765119513	0.0384332841554444	"UP"
"SERPINA5"	33.0730794603874	3.6059257810753	0.728739300736669	4.94816977406068	7.49145542180114e-07	0.00714512228250235	"UP"
"SFR1"	52.146819673213	1.32545768991246	0.371544112042209	3.56743021071447	0.000360499349756549	0.0385460590427125	"UP"
"SGK1"	1570.80017870328	1.81102069394582	0.489440258686392	3.70018743208093	0.000215440287257454	0.0341655582506909	"UP"
"SIAE"	359.283462987117	0.598622582993682	0.160944784634009	3.71942827693957	0.000199674235876879	0.0329100760508668	"UP"
"SIRT2"	2171.54401714143	1.06111145304178	0.307513884809461	3.45061314450649	0.000559314666483427	0.0430210709652246	"UP"
"SLAIN1"	2478.38225405818	1.51918743223302	0.44092908120952	3.44542353175188	0.000570165262338652	0.0430210709652246	"UP"
"SLC12A2"	2112.68268005768	1.38973381492334	0.385742118077173	3.60275362682927	0.000314863933343293	0.0371120195899517	"UP"
"SLC16A8"	37.3656000011003	1.45043913560022	0.407468835026544	3.55963207715195	0.000371374722803269	0.0385460590427125	"UP"
"SLC22A6"	12.1974674656236	-1.95095730941003	0.507346218158244	-3.84541608783908	0.000120348044835127	0.0288787426649974	"DOWN"
"SLC25A48"	361.303479832355	1.77267735398413	0.524275314482422	3.38119553794777	0.000721711642514371	0.0461104812050263	"UP"
"SLC27A6"	33.9624807616038	2.5150937186853	0.699309818260871	3.59653711846938	0.000322481585208032	0.0374492138109121	"UP"
"SLC31A2"	602.744222868998	2.27066049409244	0.536504791401225	4.23232099784609	2.31291979741825e-05	0.0169701163846058	"UP"
"SLC44A1"	3942.55919118783	1.79263260387925	0.499907641309781	3.58592759090953	0.00033588215508578	0.0374492138109121	"UP"
"SLC45A3"	365.002899514057	2.29009023433551	0.588463043420856	3.89164665468667	9.95661771075476e-05	0.0282229265553034	"UP"
"SLC5A11"	424.862247115376	2.37317493491744	0.673510955538099	3.52358772400577	0.000425746136533644	0.0406088327740549	"UP"
"SLC6A9"	449.384158728394	1.42921030396976	0.407958951415622	3.50331889767435	0.00045949899393353	0.0406901929139087	"UP"
"SMIM26"	43.8535362138996	0.801871013795573	0.234783523651379	3.41536323045496	0.000636970087911196	0.0439193060982827	"UP"
"SMIM5"	127.313423257321	2.11503495369295	0.604462348764952	3.49903506482152	0.000466945169419215	0.0407878615693941	"UP"
"SMIM6"	19.7451381783707	3.89321907527361	0.794000518418769	4.90329538200662	9.42421052869072e-07	0.00714512228250235	"UP"
"SNW1"	371.962200644866	0.401062170596191	0.119833572896361	3.34682644356314	0.000817423708701834	0.0493164516032446	"UP"
"SORT1"	8079.34177510684	0.960822558012572	0.26307397711712	3.65229038820824	0.000259911731881878	0.035612604467791	"UP"
"SOX10"	2028.21372504407	1.56747723908884	0.435082109973927	3.6027159084587	0.000314909640838016	0.0371120195899517	"UP"
"SOX8"	2061.59522703506	1.44235554221935	0.401395275085365	3.59335456032112	0.000326447896379841	0.0374492138109121	"UP"
"SPOCD1"	33.4454836045956	1.61587378618811	0.446859344963603	3.61606801871789	0.000299111811609844	0.0369744464949234	"UP"
"SPOCK3"	1086.52069981469	1.72837988204087	0.457685032321512	3.776352207268	0.000159141915854684	0.0296695317714326	"UP"
"SPP1"	3455.62383012125	2.32076284092533	0.593968603873176	3.90721466722652	9.33661977302119e-05	0.0282229265553034	"UP"
"SPTLC2"	1560.86961931144	1.29084155214413	0.353836319959251	3.64813186021376	0.00026415406484466	0.0357630012195941	"UP"
"SQLE"	393.465920629929	1.00679893012313	0.264524473362603	3.80607101235219	0.000141191859141046	0.0296695317714326	"UP"
"STMN4"	2814.02074103673	1.03931338632225	0.295680960342731	3.51498244972403	0.000439783050864596	0.0406901929139087	"UP"
"SUN2"	5552.64136144793	1.44546961410655	0.375190055283656	3.85263306889551	0.000116854435014664	0.0288787426649974	"UP"
"SYNJ2"	3093.95299167808	1.21676656049572	0.353184932792209	3.44512590295461	0.000570793458257659	0.0430210709652246	"UP"
"TAFA4"	28.5275810923094	2.22872210649598	0.472734037344348	4.71453699212384	2.42260990859653e-06	0.00918371039517136	"UP"
"TALDO1"	835.281484129539	0.958427251025285	0.24555427468017	3.90311776194333	9.49614696277145e-05	0.0282229265553034	"UP"
"TBCB"	1154.95965695496	0.616295395242288	0.176044377810959	3.50079566814727	0.00046387135847396	0.0407878615693941	"UP"
"TBX3"	85.5605303043214	-0.959901692204477	0.233069150112371	-4.11852744879224	3.81301157115361e-05	0.0203049554509181	"DOWN"
"TCP11L2"	426.699199249868	1.43402390474479	0.395524258488948	3.62562819844047	0.000288259847812098	0.0364377531266522	"UP"
"TF"	8847.93949295436	2.53532011480401	0.622341570702189	4.0738402095547	4.62442161125098e-05	0.0203049554509181	"UP"
"TGFA"	332.895309369412	1.76827702528051	0.475839275836026	3.7161224704996	0.00020230355086007	0.0330551042573599	"UP"
"THAP9"	76.5391017523293	1.17225201917108	0.329652584828872	3.55602253135558	0.000376511801844154	0.0386109829245172	"UP"
"THBS2"	932.242279089758	1.81024737450823	0.434334366158994	4.16786585532485	3.07464778906357e-05	0.0181430550295076	"UP"
"TLL2"	109.776577437067	0.964632055276429	0.251206601702545	3.83999484384035	0.000123036894437028	0.0289722935761652	"UP"
"TMC7"	293.410239918672	1.6005389995818	0.469801337600987	3.40684215109914	0.000657191222756711	0.0440075228258247	"UP"
"TMEM125"	279.795135939966	2.60533779378288	0.604124247747979	4.31258603423868	1.61356062002881e-05	0.0152918484593981	"UP"
"TMEM139"	31.0980224322706	2.28930700372373	0.629225592958223	3.63829289422392	0.000274451201272003	0.0362929800751843	"UP"
"TMEM144"	3256.28400664824	2.63895494780907	0.647463272291104	4.07583728799149	4.58490715357043e-05	0.0203049554509181	"UP"
"TMEM151A"	1356.58314026511	0.870107074534804	0.247099083269181	3.52128815300759	0.000429455664024326	0.0406901929139087	"UP"
"TMEM171"	12.7762228569144	2.12991749054387	0.583629175975171	3.64943628286754	0.000262816417001061	0.0357630012195941	"UP"
"TMEM87A"	545.718004733184	1.09343734567106	0.324060498779351	3.374176580576	0.000740368586709275	0.0467768986241735	"UP"
"TMEM88B"	618.033902895037	2.51139838533766	0.639051219838133	3.92988591113836	8.49861762607225e-05	0.0282229265553034	"UP"
"TMEM98"	528.494200279767	1.8481950277301	0.495779118381781	3.72785976497477	0.000193112777378459	0.0327569895594192	"UP"
"TMTC4"	690.842051614063	1.64574464973988	0.436068543569932	3.77405037351875	0.000160618306783529	0.0297013283560274	"UP"
"TNFAIP6"	11.5289132929673	1.36952708158142	0.403191307612857	3.39671777571265	0.000681992658388096	0.0448321474423042	"UP"
"TOGARAM2"	121.380217219499	-1.13617838504444	0.318896817149736	-3.56284015375089	0.000366864082271507	0.0385460590427125	"DOWN"
"TRIM59"	137.120152609436	2.47137975781729	0.620315154419218	3.98407122607082	6.77445533453502e-05	0.0261160994210168	"UP"
"TSPAN15"	604.97480597564	2.05949119484146	0.538384587373718	3.8253160345615	0.000130604433105386	0.0296695317714326	"UP"
"TSPAN8"	10.6793422570618	3.46015926909289	0.800264947289673	4.32376712339046	1.53387210828037e-05	0.0151686613490596	"UP"
"TTYH2"	2706.63359986404	1.92458416200437	0.508490337422687	3.78489819837922	0.000153771511454786	0.0296695317714326	"UP"
"TUBA1A"	6008.42377101016	1.40140630763187	0.344451775611843	4.06851236328389	4.73142509957643e-05	0.0203049554509181	"UP"
"TXNL4B"	136.776179843493	0.514558707269699	0.126424035528829	4.0701019004599	4.69925786505032e-05	0.0203049554509181	"UP"
"UGT8"	1148.71568417569	2.10539244184534	0.589023439251324	3.57437803242837	0.00035106141078124	0.038205223867078	"UP"
"VENTX"	12.3256652023888	-1.50557536438034	0.439975575056222	-3.42195214856631	0.000621732546337492	0.0439013253087316	"DOWN"
"VIPR2"	99.1394338206628	-0.673228773920682	0.195323575692805	-3.4467358665372	0.000567403028014322	0.0430210709652246	"DOWN"
"VWA1"	1805.54027524991	1.51971278524671	0.388836710905856	3.90835726828957	9.29258205029051e-05	0.0282229265553034	"UP"
"YWHAQ"	2621.16841291271	0.731315951223249	0.195808056085671	3.73486140377839	0.000187818594465565	0.0324294008088962	"UP"
"ZDHHC20"	913.743628420712	1.4842574251431	0.427964075396148	3.4681822855556	0.000523991722804039	0.0429914938586893	"UP"
"ZDHHC9"	1366.94861756699	1.69174175494359	0.43197819406031	3.91626655744433	8.99308125863414e-05	0.0282229265553034	"UP"
"ZNF423"	529.836858739824	-0.738218885215316	0.218010477014868	-3.38616242358376	0.000708774195753318	0.0459076079055401	"DOWN"
"ZNF488"	532.444016172522	1.33254985334553	0.313361333928837	4.25243866765052	2.1145513929098e-05	0.0165846453212874	"UP"
"ZNF536"	1474.71862332656	1.53666091935373	0.438340158274393	3.50563572683617	0.000455518183824194	0.0406901929139087	"UP"
"ZNF652"	1559.62273321344	1.3477443804572	0.398505093483474	3.38200038718725	0.000719600431932337	0.0461104812050263	"UP"
